time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
1.61,rdl_phase2,mMTC,30,68.9,-83.1,12.47,211,31.17,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
1.81,baseline,URLLC,27,59.55,-101.46,17.09,51,43.0,0,NONE,NONE_UNMANAGED,1
1.81,rdl_phase1,URLLC,18,82.27,-102.34,20.49,228,34.14,1,DIRECT_PRB,QOS_BOOST_URLLC,1
1.81,rdl_phase2,URLLC,16,64.59,-77.89,4.79,84,32.41,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
2.01,baseline,eMBB,31,99.03,-89.16,23.85,163,43.0,0,NONE,NONE_UNMANAGED,1
2.01,rdl_phase1,eMBB,31,54.14,-78.26,12.26,90,35.95,0,NONE,ALLOW_REGULAR,1
2.01,rdl_phase2,eMBB,30,56.01,-83.69,21.32,120,32.21,0,NONE,MARL_ENERGY_EFF_OPT,1
2.21,baseline,mMTC,31,58.77,-101.63,12.12,232,32.72,0,NONE,NONE_UNMANAGED,1
2.21,rdl_phase1,mMTC,25,91.44,-107.18,5.47,148,35.55,0,NONE,ALLOW_REGULAR,1
2.21,rdl_phase2,mMTC,21,25.14,-95.73,14.48,156,28.34,0,NONE,MARL_ENERGY_EFF_OPT,1
2.42,baseline,URLLC,28,51.16,-83.06,23.76,55,43.0,0,NONE,NONE_UNMANAGED,1
2.42,rdl_phase1,URLLC,33,50.43,-109.79,10.09,242,33.12,0,NONE,ALLOW_REGULAR,1
2.42,rdl_phase2,URLLC,28,63.06,-84.29,20.4,106,30.69,0,NONE,MARL_ENERGY_EFF_OPT,1
2.62,baseline,eMBB,23,54.87,-108.98,9.73,223,43.0,0,NONE,NONE_UNMANAGED,1
2.62,rdl_phase1,eMBB,20,87.24,-77.82,24.56,186,30.22,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
2.62,rdl_phase2,eMBB,27,67.35,-86.8,3.93,159,28.75,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
2.82,baseline,mMTC,29,34.54,-100.89,9.53,166,37.61,0,NONE,NONE_UNMANAGED,1
2.82,rdl_phase1,mMTC,27,42.26,-76.71,11.7,263,30.66,0,NONE,ALLOW_REGULAR,1
2.82,rdl_phase2,mMTC,15,79.92,-108.18,23.89,107,31.58,0,NONE,MARL_ENERGY_EFF_OPT,1
3.02,baseline,URLLC,16,80.34,-76.76,6.59,55,43.0,0,NONE,NONE_UNMANAGED,1
3.02,rdl_phase1,URLLC,22,30.1,-86.57,14.97,105,33.72,0,NONE,ALLOW_REGULAR,1
3.02,rdl_phase2,URLLC,23,81.35,-104.13,15.97,241,31.95,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
3.22,baseline,eMBB,20,97.18,-106.22,2.59,129,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
3.22,rdl_phase1,eMBB,27,51.73,-84.97,3.75,226,36.64,1,DIRECT_PRB,QOS_BOOST_URLLC,1
3.22,rdl_phase2,eMBB,22,28.15,-82.96,21.56,203,32.43,0,NONE,MARL_ENERGY_EFF_OPT,1
3.42,baseline,mMTC,33,82.61,-97.85,11.85,144,36.48,0,NONE,NONE_UNMANAGED,1
3.42,rdl_phase1,mMTC,15,87.97,-81.22,4.43,142,35.08,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
3.42,rdl_phase2,mMTC,29,76.58,-94.76,18.88,216,29.49,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
3.62,baseline,URLLC,32,81.97,-93.73,20.99,201,38.52,1,DIRECT_PRB,NONE_UNMANAGED,0
3.62,rdl_phase1,URLLC,17,42.31,-94.22,19.26,195,34.88,0,NONE,ALLOW_REGULAR,1
3.62,rdl_phase2,URLLC,27,46.91,-92.7,9.48,174,29.17,0,NONE,MARL_ENERGY_EFF_OPT,1
3.83,baseline,eMBB,23,47.23,-79.19,18.13,120,43.0,0,NONE,NONE_UNMANAGED,1
3.83,rdl_phase1,eMBB,31,95.85,-107.0,18.56,175,34.44,0,NONE,ALLOW_REGULAR,1
3.83,rdl_phase2,eMBB,22,75.25,-87.39,13.29,252,28.09,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
4.03,baseline,mMTC,24,37.73,-85.79,9.04,198,35.53,0,NONE,NONE_UNMANAGED,1
4.03,rdl_phase1,mMTC,26,54.04,-83.89,9.61,229,33.63,0,NONE,ALLOW_REGULAR,1
4.03,rdl_phase2,mMTC,24,40.11,-105.78,6.43,80,32.09,0,NONE,MARL_ENERGY_EFF_OPT,1
4.23,baseline,URLLC,20,35.32,-84.15,8.36,200,43.0,0,NONE,NONE_UNMANAGED,1
4.23,rdl_phase1,URLLC,31,67.74,-75.68,21.15,125,31.82,0,NONE,ALLOW_REGULAR,1
4.23,rdl_phase2,URLLC,20,44.18,-85.22,4.91,61,33.36,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
4.43,baseline,eMBB,32,43.37,-76.96,16.67,242,38.73,0,NONE,NONE_UNMANAGED,1
4.43,rdl_phase1,eMBB,33,42.75,-93.25,9.84,63,32.02,0,NONE,ALLOW_REGULAR,1
4.43,rdl_phase2,eMBB,30,29.13,-107.71,13.31,197,31.46,0,NONE,MARL_ENERGY_EFF_OPT,1
4.63,baseline,mMTC,16,32.14,-81.61,23.83,71,43.0,0,NONE,NONE_UNMANAGED,1
4.63,rdl_phase1,mMTC,18,64.65,-95.43,15.71,208,31.81,1,DIRECT_PRB,QOS_BOOST_URLLC,1
4.63,rdl_phase2,mMTC,31,50.43,-78.2,8.84,200,33.45,0,NONE,MARL_ENERGY_EFF_OPT,1
4.83,baseline,URLLC,24,65.49,-107.89,24.08,75,43.0,0,NONE,NONE_UNMANAGED,1
4.83,rdl_phase1,URLLC,21,70.04,-100.74,3.87,111,31.39,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
4.83,rdl_phase2,URLLC,17,32.52,-95.7,17.86,170,29.6,0,NONE,MARL_ENERGY_EFF_OPT,1
5.03,baseline,eMBB,22,43.05,-100.1,21.77,68,43.0,0,NONE,NONE_UNMANAGED,1
5.03,rdl_phase1,eMBB,23,83.03,-88.12,17.21,100,33.4,0,NONE,ALLOW_REGULAR,1
5.03,rdl_phase2,eMBB,32,37.98,-104.79,8.11,86,28.39,0,NONE,MARL_ENERGY_EFF_OPT,1
5.23,baseline,mMTC,20,83.41,-89.17,20.96,123,34.69,0,NONE,NONE_UNMANAGED,1
5.23,rdl_phase1,mMTC,24,75.98,-77.01,13.51,176,33.5,0,NONE,ALLOW_REGULAR,1
5.23,rdl_phase2,mMTC,34,23.19,-94.88,9.41,114,28.14,0,NONE,MARL_ENERGY_EFF_OPT,1
5.44,baseline,URLLC,22,96.95,-80.74,15.23,55,43.0,0,NONE,NONE_UNMANAGED,1
5.44,rdl_phase1,URLLC,23,66.1,-83.29,6.03,182,35.21,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
5.44,rdl_phase2,URLLC,23,34.52,-89.51,16.6,175,33.33,0,NONE,MARL_ENERGY_EFF_OPT,1
5.64,baseline,eMBB,30,47.84,-98.33,17.41,269,34.12,0,NONE,NONE_UNMANAGED,1
5.64,rdl_phase1,eMBB,30,43.06,-76.92,20.71,190,30.29,0,NONE,ALLOW_REGULAR,1
5.64,rdl_phase2,eMBB,17,45.16,-98.69,24.31,153,32.76,0,NONE,MARL_ENERGY_EFF_OPT,1
5.84,baseline,mMTC,15,72.61,-91.01,11.5,98,43.0,0,NONE,NONE_UNMANAGED,1
5.84,rdl_phase1,mMTC,34,80.52,-88.11,19.48,102,32.14,0,NONE,ALLOW_REGULAR,1
5.84,rdl_phase2,mMTC,19,94.21,-94.67,18.06,81,28.16,0,NONE,MARL_ENERGY_EFF_OPT,1
6.04,baseline,URLLC,34,83.95,-85.16,9.15,53,43.0,0,NONE,NONE_UNMANAGED,1
6.04,rdl_phase1,URLLC,17,37.98,-80.55,4.61,80,35.18,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
6.04,rdl_phase2,URLLC,19,59.87,-84.92,13.7,119,30.29,0,NONE,MARL_ENERGY_EFF_OPT,1
6.24,baseline,eMBB,30,98.42,-101.47,14.68,148,35.99,0,NONE,NONE_UNMANAGED,1
6.24,rdl_phase1,eMBB,19,89.12,-100.33,20.17,156,32.72,0,NONE,ALLOW_REGULAR,1
6.24,rdl_phase2,eMBB,31,41.37,-109.91,18.7,264,31.23,0,NONE,MARL_ENERGY_EFF_OPT,1
6.44,baseline,mMTC,30,89.22,-94.37,13.14,135,43.0,0,NONE,NONE_UNMANAGED,1
6.44,rdl_phase1,mMTC,32,50.18,-77.35,22.0,228,31.91,0,NONE,ALLOW_REGULAR,1
6.44,rdl_phase2,mMTC,27,38.68,-82.86,3.0,240,30.6,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
6.64,baseline,URLLC,27,50.89,-86.77,20.88,88,30.37,0,NONE,NONE_UNMANAGED,1
6.64,rdl_phase1,URLLC,31,97.23,-98.38,4.31,266,33.52,1,DIRECT_PRB,QOS_BOOST_URLLC,1
6.64,rdl_phase2,URLLC,31,92.84,-109.46,5.32,272,31.6,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
6.85,baseline,eMBB,19,25.99,-82.65,8.1,209,43.0,0,NONE,NONE_UNMANAGED,1
6.85,rdl_phase1,eMBB,17,88.14,-80.17,21.76,147,37.63,0,NONE,ALLOW_REGULAR,1
6.85,rdl_phase2,eMBB,30,89.79,-108.74,3.57,211,31.76,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
7.05,baseline,mMTC,24,99.79,-83.86,11.98,75,43.0,0,NONE,NONE_UNMANAGED,1
7.05,rdl_phase1,mMTC,18,55.49,-85.71,22.78,61,32.59,0,NONE,ALLOW_REGULAR,1
7.05,rdl_phase2,mMTC,16,43.47,-96.88,5.35,185,30.27,0,NONE,MARL_ENERGY_EFF_OPT,1
7.25,baseline,URLLC,20,33.6,-107.24,22.03,208,43.0,0,NONE,NONE_UNMANAGED,1
7.25,rdl_phase1,URLLC,30,93.03,-104.99,12.61,115,33.68,0,NONE,ALLOW_REGULAR,1
7.25,rdl_phase2,URLLC,15,91.91,-93.72,8.62,189,28.87,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
7.45,baseline,eMBB,29,95.62,-75.43,8.88,158,43.0,0,NONE,NONE_UNMANAGED,1
7.45,rdl_phase1,eMBB,29,87.62,-103.03,10.85,173,30.85,0,NONE,ALLOW_REGULAR,1
7.45,rdl_phase2,eMBB,27,65.75,-89.88,24.83,125,28.12,0,NONE,MARL_ENERGY_EFF_OPT,1
7.65,baseline,mMTC,27,41.96,-90.19,17.77,240,43.0,0,NONE,NONE_UNMANAGED,1
7.65,rdl_phase1,mMTC,34,79.61,-80.85,22.77,248,36.39,1,DIRECT_PRB,QOS_BOOST_URLLC,1
7.65,rdl_phase2,mMTC,34,84.15,-102.33,6.37,114,31.73,0,NONE,MARL_ENERGY_EFF_OPT,1
7.85,baseline,URLLC,19,70.26,-78.38,16.87,129,43.0,0,NONE,NONE_UNMANAGED,1
7.85,rdl_phase1,URLLC,16,66.37,-84.37,4.07,125,32.61,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
7.85,rdl_phase2,URLLC,28,34.05,-105.37,14.41,143,30.92,0,NONE,MARL_ENERGY_EFF_OPT,1
8.05,baseline,eMBB,23,86.44,-101.01,20.97,173,43.0,0,NONE,NONE_UNMANAGED,1
8.05,rdl_phase1,eMBB,24,79.72,-98.14,4.65,69,31.13,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
8.05,rdl_phase2,eMBB,22,88.81,-84.65,24.54,266,32.43,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
8.26,baseline,mMTC,26,27.22,-96.19,8.08,81,36.73,0,NONE,NONE_UNMANAGED,1
8.26,rdl_phase1,mMTC,23,66.76,-81.22,23.63,77,35.4,0,NONE,ALLOW_REGULAR,1
8.26,rdl_phase2,mMTC,30,22.0,-79.05,14.91,206,29.22,0,NONE,MARL_ENERGY_EFF_OPT,1
8.46,baseline,URLLC,17,70.83,-93.75,18.12,216,31.4,1,DIRECT_PRB,NONE_UNMANAGED,0
8.46,rdl_phase1,URLLC,16,44.35,-92.76,4.24,187,31.09,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
8.46,rdl_phase2,URLLC,29,49.68,-76.77,18.02,188,30.31,0,NONE,MARL_ENERGY_EFF_OPT,1
8.66,baseline,eMBB,19,90.83,-87.08,21.17,207,39.52,1,DIRECT_PRB,NONE_UNMANAGED,0
8.66,rdl_phase1,eMBB,16,75.22,-102.4,12.23,110,36.84,0,NONE,ALLOW_REGULAR,1
8.66,rdl_phase2,eMBB,18,98.47,-97.14,22.74,215,29.97,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
8.86,baseline,mMTC,27,42.07,-76.11,23.83,260,36.63,0,NONE,NONE_UNMANAGED,1
8.86,rdl_phase1,mMTC,34,97.69,-108.23,9.67,82,36.3,0,NONE,ALLOW_REGULAR,1
8.86,rdl_phase2,mMTC,21,25.49,-83.22,6.76,105,32.47,0,NONE,MARL_ENERGY_EFF_OPT,1
9.06,baseline,URLLC,22,46.28,-104.84,22.71,50,39.84,0,NONE,NONE_UNMANAGED,1
9.06,rdl_phase1,URLLC,19,63.22,-82.05,4.53,271,30.21,1,DIRECT_PRB,QOS_BOOST_URLLC,1
9.06,rdl_phase2,URLLC,15,48.66,-82.4,15.54,54,28.96,0,NONE,MARL_ENERGY_EFF_OPT,1
9.26,baseline,eMBB,16,30.14,-95.27,4.61,66,37.78,1,POWER_OVERLOAD,NONE_UNMANAGED,0
9.26,rdl_phase1,eMBB,31,67.49,-94.18,7.1,207,30.35,1,DIRECT_PRB,QOS_BOOST_URLLC,1
9.26,rdl_phase2,eMBB,31,44.13,-87.48,2.72,172,32.66,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
9.46,baseline,mMTC,28,74.89,-92.84,22.92,68,43.0,0,NONE,NONE_UNMANAGED,1
9.46,rdl_phase1,mMTC,25,68.66,-107.7,8.33,212,34.68,1,DIRECT_PRB,QOS_BOOST_URLLC,1
9.46,rdl_phase2,mMTC,25,50.47,-89.09,8.78,179,31.33,0,NONE,MARL_ENERGY_EFF_OPT,1
9.66,baseline,URLLC,18,83.45,-106.0,17.06,246,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
9.66,rdl_phase1,URLLC,21,54.41,-78.92,11.52,261,33.63,0,NONE,ALLOW_REGULAR,1
9.66,rdl_phase2,URLLC,28,78.37,-99.06,9.19,115,30.06,0,NONE,MARL_ENERGY_EFF_OPT,1
9.87,baseline,eMBB,19,74.95,-93.4,4.1,71,30.97,1,POWER_OVERLOAD,NONE_UNMANAGED,0
9.87,rdl_phase1,eMBB,26,84.94,-90.53,15.49,193,34.49,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
9.87,rdl_phase2,eMBB,18,52.86,-79.42,23.65,158,32.77,0,NONE,MARL_ENERGY_EFF_OPT,1
10.07,baseline,mMTC,16,97.47,-88.99,10.09,197,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
10.07,rdl_phase1,mMTC,19,72.54,-102.15,4.49,266,34.45,1,DIRECT_PRB,QOS_BOOST_URLLC,1
10.07,rdl_phase2,mMTC,18,81.01,-89.91,20.57,266,31.09,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
10.27,baseline,URLLC,34,69.09,-87.51,2.6,218,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
10.27,rdl_phase1,URLLC,23,22.32,-100.44,19.54,136,32.81,0,NONE,ALLOW_REGULAR,1
10.27,rdl_phase2,URLLC,20,89.59,-90.18,11.22,86,32.08,0,NONE,MARL_ENERGY_EFF_OPT,1
10.47,baseline,eMBB,15,27.34,-91.43,10.65,166,33.7,0,NONE,NONE_UNMANAGED,1
10.47,rdl_phase1,eMBB,25,82.15,-90.13,3.95,63,31.24,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
10.47,rdl_phase2,eMBB,34,23.98,-107.14,12.19,158,30.67,0,NONE,MARL_ENERGY_EFF_OPT,1
10.67,baseline,mMTC,29,53.13,-102.46,13.78,138,32.83,0,NONE,NONE_UNMANAGED,1
10.67,rdl_phase1,mMTC,33,58.93,-86.65,3.04,151,37.88,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
10.67,rdl_phase2,mMTC,16,20.61,-99.45,6.86,85,32.2,0,NONE,MARL_ENERGY_EFF_OPT,1
10.87,baseline,URLLC,24,46.25,-109.73,19.18,94,35.33,0,NONE,NONE_UNMANAGED,1
10.87,rdl_phase1,URLLC,22,60.02,-80.83,20.54,68,33.18,0,NONE,ALLOW_REGULAR,1
10.87,rdl_phase2,URLLC,16,54.9,-93.91,3.79,130,31.17,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
11.07,baseline,eMBB,33,52.35,-87.6,8.66,153,33.25,0,NONE,NONE_UNMANAGED,1
11.07,rdl_phase1,eMBB,34,56.81,-85.86,10.32,161,36.76,0,NONE,ALLOW_REGULAR,1
11.07,rdl_phase2,eMBB,22,54.85,-95.98,3.81,272,29.71,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
11.28,baseline,mMTC,25,37.73,-82.73,3.76,212,35.1,1,DIRECT_PRB,NONE_UNMANAGED,0
11.28,rdl_phase1,mMTC,26,48.09,-76.46,16.85,87,31.89,0,NONE,ALLOW_REGULAR,1
11.28,rdl_phase2,mMTC,19,40.48,-103.93,5.52,244,31.61,0,NONE,MARL_ENERGY_EFF_OPT,1
11.48,baseline,URLLC,20,96.1,-88.02,12.67,194,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
11.48,rdl_phase1,URLLC,29,74.49,-79.13,16.79,209,32.59,1,DIRECT_PRB,QOS_BOOST_URLLC,1
11.48,rdl_phase2,URLLC,25,32.08,-107.61,12.17,127,32.38,0,NONE,MARL_ENERGY_EFF_OPT,1
11.68,baseline,eMBB,33,24.49,-92.24,9.14,165,33.69,0,NONE,NONE_UNMANAGED,1
11.68,rdl_phase1,eMBB,24,26.14,-79.75,21.67,207,34.75,0,NONE,ALLOW_REGULAR,1
11.68,rdl_phase2,eMBB,27,57.02,-90.6,20.21,60,30.47,0,NONE,MARL_ENERGY_EFF_OPT,1
11.88,baseline,mMTC,33,72.15,-98.75,12.94,88,43.0,0,NONE,NONE_UNMANAGED,1
11.88,rdl_phase1,mMTC,29,28.28,-78.53,9.9,232,30.67,0,NONE,ALLOW_REGULAR,1
11.88,rdl_phase2,mMTC,20,23.13,-85.23,24.79,184,30.88,0,NONE,MARL_ENERGY_EFF_OPT,1
12.08,baseline,URLLC,20,49.11,-77.87,10.91,248,35.98,0,NONE,NONE_UNMANAGED,1
12.08,rdl_phase1,URLLC,25,25.27,-106.69,17.6,122,32.02,0,NONE,ALLOW_REGULAR,1
12.08,rdl_phase2,URLLC,34,89.86,-98.33,15.4,86,33.04,0,NONE,MARL_ENERGY_EFF_OPT,1
12.28,baseline,eMBB,24,97.42,-85.55,11.02,202,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
12.28,rdl_phase1,eMBB,17,44.77,-96.82,20.21,258,31.02,0,NONE,ALLOW_REGULAR,1
12.28,rdl_phase2,eMBB,31,27.48,-86.53,13.7,54,29.99,0,NONE,MARL_ENERGY_EFF_OPT,1
12.48,baseline,mMTC,20,96.09,-98.04,19.62,99,31.38,0,NONE,NONE_UNMANAGED,1
12.48,rdl_phase1,mMTC,17,43.66,-82.42,13.68,188,36.68,0,NONE,ALLOW_REGULAR,1
12.48,rdl_phase2,mMTC,31,23.02,-98.21,19.63,83,31.28,0,NONE,MARL_ENERGY_EFF_OPT,1
12.68,baseline,URLLC,19,32.98,-80.9,19.74,257,43.0,0,NONE,NONE_UNMANAGED,1
12.68,rdl_phase1,URLLC,29,23.5,-97.25,18.55,163,34.88,0,NONE,ALLOW_REGULAR,1
12.68,rdl_phase2,URLLC,29,38.72,-101.63,24.21,250,30.58,0,NONE,MARL_ENERGY_EFF_OPT,1
12.89,baseline,eMBB,21,49.43,-76.85,24.64,168,43.0,0,NONE,NONE_UNMANAGED,1
12.89,rdl_phase1,eMBB,27,60.23,-95.35,5.73,101,36.41,0,NONE,ALLOW_REGULAR,1
12.89,rdl_phase2,eMBB,19,89.84,-108.17,13.05,145,31.05,0,NONE,MARL_ENERGY_EFF_OPT,1
13.09,baseline,mMTC,18,76.91,-91.94,4.87,71,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
13.09,rdl_phase1,mMTC,23,55.95,-92.03,21.11,73,37.57,0,NONE,ALLOW_REGULAR,1
13.09,rdl_phase2,mMTC,22,85.34,-79.04,23.4,156,28.29,0,NONE,MARL_ENERGY_EFF_OPT,1
13.29,baseline,URLLC,31,49.92,-96.48,3.88,107,39.31,1,POWER_OVERLOAD,NONE_UNMANAGED,0
13.29,rdl_phase1,URLLC,25,83.31,-105.18,8.6,262,33.78,1,DIRECT_PRB,QOS_BOOST_URLLC,1
13.29,rdl_phase2,URLLC,19,80.71,-93.58,16.15,70,28.1,0,NONE,MARL_ENERGY_EFF_OPT,1
13.49,baseline,eMBB,21,86.8,-90.79,18.73,185,37.76,1,POWER_OVERLOAD,NONE_UNMANAGED,0
13.49,rdl_phase1,eMBB,22,44.09,-108.33,11.66,253,34.98,0,NONE,ALLOW_REGULAR,1
13.49,rdl_phase2,eMBB,17,28.87,-78.32,15.72,54,31.48,0,NONE,MARL_ENERGY_EFF_OPT,1
13.69,baseline,mMTC,33,39.36,-104.97,11.87,207,35.71,0,NONE,NONE_UNMANAGED,1
13.69,rdl_phase1,mMTC,20,73.15,-107.0,24.42,67,37.63,0,NONE,ALLOW_REGULAR,1
13.69,rdl_phase2,mMTC,32,60.59,-75.41,14.75,149,32.8,0,NONE,MARL_ENERGY_EFF_OPT,1
13.89,baseline,URLLC,16,70.85,-75.66,7.83,54,30.68,0,NONE,NONE_UNMANAGED,1
13.89,rdl_phase1,URLLC,22,78.64,-88.01,19.74,238,36.05,1,DIRECT_PRB,QOS_BOOST_URLLC,1
13.89,rdl_phase2,URLLC,19,23.55,-90.89,20.71,94,32.57,0,NONE,MARL_ENERGY_EFF_OPT,1
14.09,baseline,eMBB,29,98.47,-93.25,6.19,84,37.76,0,NONE,NONE_UNMANAGED,1
14.09,rdl_phase1,eMBB,29,22.96,-102.94,20.2,60,32.52,0,NONE,ALLOW_REGULAR,1
14.09,rdl_phase2,eMBB,24,61.23,-75.38,14.49,114,28.2,0,NONE,MARL_ENERGY_EFF_OPT,1
14.3,baseline,mMTC,21,42.89,-79.83,3.1,217,31.24,1,DIRECT_PRB,NONE_UNMANAGED,0
14.3,rdl_phase1,mMTC,26,54.96,-96.0,12.11,148,32.71,0,NONE,ALLOW_REGULAR,1
14.3,rdl_phase2,mMTC,20,59.7,-92.59,23.26,182,29.47,0,NONE,MARL_ENERGY_EFF_OPT,1
14.5,baseline,URLLC,17,78.17,-107.24,15.86,260,32.94,1,DIRECT_PRB,NONE_UNMANAGED,0
14.5,rdl_phase1,URLLC,18,26.41,-86.87,9.05,204,35.74,0,NONE,ALLOW_REGULAR,1
14.5,rdl_phase2,URLLC,20,75.18,-97.7,2.97,272,33.01,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
14.7,baseline,eMBB,34,99.85,-100.39,24.54,64,36.38,0,NONE,NONE_UNMANAGED,1
14.7,rdl_phase1,eMBB,26,61.05,-83.75,5.68,57,31.14,0,NONE,ALLOW_REGULAR,1
14.7,rdl_phase2,eMBB,34,74.25,-94.66,4.9,110,32.28,1,POWER_OVERLOAD,MARL_MAPPO_JOINT_OPT,1
14.9,baseline,mMTC,26,48.97,-76.77,2.74,89,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.9,rdl_phase1,mMTC,26,49.76,-83.29,15.2,185,32.94,0,NONE,ALLOW_REGULAR,1
14.9,rdl_phase2,mMTC,25,71.96,-101.26,4.61,238,29.02,1,DIRECT_PRB,MARL_MAPPO_JOINT_OPT,1
15.1,baseline,URLLC,31,50.96,-90.34,8.02,116,43.0,0,NONE,NONE_UNMANAGED,1
15.1,rdl_phase1,URLLC,21,99.71,-100.0,23.08,175,31.6,0,NONE,ALLOW_REGULAR,1
